DatumZeit,LinkKasse,LinkArtikel,Anzahl
2019-04-01,32,1570,42.0
2019-04-01,32,1939,9.0
2019-04-01,32,2054,17.0
2019-04-01,32,2057,10.0
2019-04-02,32,1216,465.0
2019-04-02,32,1218,284.0
2019-04-02,32,1219,16.0
2019-04-02,32,1221,17.0
2019-04-02,32,1222,17.0
2019-04-02,32,1224,25.0
2019-04-02,32,1570,24.0
2019-04-02,32,1939,12.0
2019-04-02,32,2054,8.0
2019-04-02,32,2057,10.0
2019-04-03,32,1216,475.0
2019-04-03,32,1218,314.0
2019-04-03,32,1219,27.0
2019-04-03,32,1221,29.0
2019-04-03,32,1222,20.0
2019-04-03,32,1224,25.0
2019-04-03,32,1570,21.0
2019-04-03,32,1939,14.0
2019-04-03,32,2054,18.0
2019-04-03,32,2057,14.0
2019-04-04,32,1216,451.0
2019-04-04,32,1218,295.0
2019-04-04,32,1219,29.0
2019-04-04,32,1221,25.0
2019-04-04,32,1222,25.0
2019-04-04,32,1224,21.0
2019-04-04,32,1570,19.0
2019-04-04,32,1939,19.0
2019-04-04,32,2054,18.0
2019-04-04,32,2057,17.0
2019-04-05,32,1216,533.0
2019-04-05,32,1218,312.0
2019-04-05,32,1219,46.0
2019-04-05,32,1221,28.0
2019-04-05,32,1222,24.0
2019-04-05,32,1224,25.0
2019-04-05,32,1570,20.0
2019-04-05,32,1939,21.0
2019-04-05,32,2054,21.0
2019-04-05,32,2057,14.0
2019-04-06,32,1216,799.0
2019-04-06,32,1218,566.0
2019-04-06,32,1219,77.0
2019-04-06,32,1221,67.0
2019-04-06,32,1222,81.0
2019-04-06,32,1224,35.0
2019-04-06,32,1570,29.0
2019-04-06,32,1939,26.0
2019-04-06,32,2054,30.0
2019-04-06,32,2057,44.0
2019-04-07,32,1216,845.0
2019-04-07,32,1218,629.0
2019-04-07,32,1219,144.0
2019-04-07,32,1221,119.0
2019-04-07,32,1222,78.0
2019-04-07,32,1224,53.0
2019-04-07,32,1570,28.0
2019-04-07,32,1939,17.0
2019-04-07,32,2054,37.0
2019-04-07,32,2057,73.0
2019-04-08,32,1216,490.0
2019-04-08,32,1218,297.0
2019-04-08,32,1219,29.0
2019-04-08,32,1221,33.0
2019-04-08,32,1222,22.0
2019-04-08,32,1224,22.0
2019-04-08,32,1570,24.0
2019-04-08,32,1939,18.0
2019-04-08,32,2054,18.0
2019-04-08,32,2057,15.0
2019-04-09,32,1216,484.0
2019-04-09,32,1218,166.0
2019-04-09,32,1219,19.0
2019-04-09,32,1221,31.0
2019-04-09,32,1222,14.0
2019-04-09,32,1224,26.0
2019-04-09,32,1570,23.0
2019-04-09,32,1939,19.0
2019-04-09,32,2054,14.0
2019-04-09,32,2057,17.0
2019-04-10,32,1216,420.0
2019-04-10,32,1218,300.0
2019-04-10,32,1219,23.0
2019-04-10,32,1221,29.0
2019-04-10,32,1222,16.0
2019-04-10,32,1224,18.0
2019-04-10,32,1570,22.0
2019-04-10,32,1939,13.0
2019-04-10,32,2054,16.0
2019-04-10,32,2057,17.0
2019-04-11,32,1216,447.0
2019-04-11,32,1218,339.0
2019-04-11,32,1219,27.0
2019-04-11,32,1221,25.0
2019-04-11,32,1222,24.0
2019-04-11,32,1224,18.0
2019-04-11,32,1570,30.0
2019-04-11,32,1939,21.0
2019-04-11,32,2054,20.0
2019-04-11,32,2057,19.0
2019-04-12,32,1216,472.0
2019-04-12,32,1218,365.0
2019-04-12,32,1219,48.0
2019-04-12,32,1221,30.0
2019-04-12,32,1222,16.0
2019-04-12,32,1224,20.0
2019-04-12,32,1570,12.0
2019-04-12,32,1939,15.0
2019-04-12,32,2054,28.0
2019-04-12,32,2057,14.0
2019-04-13,32,1216,732.0
2019-04-13,32,1218,584.0
2019-04-13,32,1219,78.0
2019-04-13,32,1221,65.0
2019-04-13,32,1222,68.0
2019-04-13,32,1224,32.0
2019-04-13,32,1570,36.0
2019-04-13,32,1939,16.0
2019-04-13,32,2054,27.0
2019-04-13,32,2057,51.0
2019-04-14,32,1216,1071.0
2019-04-14,32,1218,755.0
2019-04-14,32,1219,122.0
2019-04-14,32,1221,117.0
2019-04-14,32,1222,80.0
2019-04-14,32,1224,78.0
2019-04-14,32,1570,27.0
2019-04-14,32,1939,20.0
2019-04-14,32,2054,36.0
2019-04-14,32,2057,64.0
2019-04-15,32,1216,447.0
2019-04-15,32,1218,274.0
2019-04-15,32,1219,33.0
2019-04-15,32,1221,36.0
2019-04-15,32,1222,19.0
2019-04-15,32,1224,25.0
2019-04-15,32,1570,29.0
2019-04-15,32,1939,12.0
2019-04-15,32,2054,14.0
2019-04-15,32,2057,20.0
2019-04-16,32,1216,488.0
2019-04-16,32,1218,340.0
2019-04-16,32,1219,27.0
2019-04-16,32,1221,23.0
2019-04-16,32,1222,19.0
2019-04-16,32,1224,27.0
2019-04-16,32,1570,18.0
2019-04-16,32,1939,15.0
2019-04-16,32,2054,16.0
2019-04-16,32,2057,13.0
2019-04-17,32,1216,402.0
2019-04-17,32,1218,314.0
2019-04-17,32,1219,32.0
2019-04-17,32,1221,39.0
2019-04-17,32,1222,11.0
2019-04-17,32,1224,22.0
2019-04-17,32,1570,22.0
2019-04-17,32,1939,14.0
2019-04-17,32,2054,13.0
2019-04-17,32,2057,12.0
2019-04-18,32,1216,571.0
2019-04-18,32,1218,473.0
2019-04-18,32,1219,53.0
2019-04-18,32,1221,38.0
2019-04-18,32,1222,30.0
2019-04-18,32,1224,31.0
2019-04-18,32,1570,30.0
2019-04-18,32,1939,11.0
2019-04-18,32,2054,17.0
2019-04-18,32,2057,32.0
2019-04-19,32,1216,683.0
2019-04-19,32,1218,415.0
2019-04-19,32,1219,100.0
2019-04-19,32,1221,70.0
2019-04-19,32,1222,54.0
2019-04-19,32,1224,54.0
2019-04-19,32,1570,20.0
2019-04-19,32,1939,11.0
2019-04-19,32,2054,26.0
2019-04-19,32,2057,54.0
2019-04-20,32,1216,806.0
2019-04-20,32,1218,570.0
2019-04-20,32,1219,78.0
2019-04-20,32,1221,78.0
2019-04-20,32,1222,67.0
2019-04-20,32,1224,43.0
2019-04-20,32,1570,26.0
2019-04-20,32,1939,8.0
2019-04-20,32,2054,24.0
2019-04-20,32,2057,52.0
2019-04-21,32,1216,851.0
2019-04-21,32,1218,545.0
2019-04-21,32,1219,118.0
2019-04-21,32,1221,96.0
2019-04-21,32,1222,119.0
2019-04-21,32,1224,91.0
2019-04-21,32,1570,15.0
2019-04-21,32,1939,9.0
2019-04-21,32,2054,18.0
2019-04-21,32,2057,67.0
2019-04-23,32,1216,518.0
2019-04-23,32,1218,377.0
2019-04-23,32,1219,29.0
2019-04-23,32,1221,26.0
2019-04-23,32,1222,20.0
2019-04-23,32,1224,26.0
2019-04-23,32,1570,29.0
2019-04-23,32,1939,12.0
2019-04-23,32,2054,17.0
2019-04-23,32,2057,23.0
2019-04-24,32,1216,450.0
2019-04-24,32,1218,302.0
2019-04-24,32,1219,27.0
2019-04-24,32,1221,36.0
2019-04-24,32,1222,15.0
2019-04-24,32,1224,26.0
2019-04-24,32,1570,26.0
2019-04-24,32,1939,22.0
2019-04-24,32,2054,20.0
2019-04-24,32,2057,17.0
2019-04-25,32,1216,477.0
2019-04-25,32,1218,332.0
2019-04-25,32,1219,37.0
2019-04-25,32,1221,31.0
2019-04-25,32,1222,19.0
2019-04-25,32,1224,16.0
2019-04-25,32,1570,33.0
2019-04-25,32,1939,17.0
2019-04-25,32,2054,15.0
2019-04-25,32,2057,20.0
2019-04-26,32,1216,553.0
2019-04-26,32,1218,301.0
2019-04-26,32,1219,39.0
2019-04-26,32,1221,27.0
2019-04-26,32,1222,23.0
2019-04-26,32,1224,21.0
2019-04-26,32,1570,29.0
2019-04-26,32,1939,27.0
2019-04-26,32,2054,15.0
2019-04-26,32,2057,18.0
2019-04-27,32,1216,790.0
2019-04-27,32,1218,549.0
2019-04-27,32,1219,85.0
2019-04-27,32,1221,40.0
2019-04-27,32,1222,76.0
2019-04-27,32,1224,40.0
2019-04-27,32,1570,36.0
2019-04-27,32,1939,13.0
2019-04-27,32,2054,28.0
2019-04-27,32,2057,47.0
2019-04-28,32,1216,159.0
2019-04-28,32,1218,113.0
2019-04-28,32,1219,29.0
2019-04-28,32,1221,19.0
2019-04-28,32,1222,14.0
2019-04-28,32,1224,19.0
2019-04-28,32,1570,5.0
2019-04-28,32,1939,1.0
2019-04-28,32,2054,5.0
2019-04-28,32,2057,12.0
2019-04-29,32,1216,469.0
2019-04-29,32,1218,286.0
2019-04-29,32,1219,33.0
2019-04-29,32,1221,38.0
2019-04-29,32,1222,22.0
2019-04-29,32,1224,20.0
2019-04-29,32,1570,34.0
2019-04-29,32,1939,19.0
2019-04-29,32,2054,19.0
2019-04-29,32,2057,19.0
2019-04-30,32,1216,596.0
2019-04-30,32,1218,373.0
2019-04-30,32,1219,29.0
2019-04-30,32,1221,44.0
2019-04-30,32,1222,24.0
2019-04-30,32,1224,24.0
2019-04-30,32,1570,29.0
2019-04-30,32,1939,21.0
2019-04-30,32,2054,17.0
2019-04-30,32,2057,19.0
2019-05-01,32,1216,793.0
2019-05-01,32,1218,537.0
2019-05-01,32,1219,97.0
2019-05-01,32,1221,73.0
2019-05-01,32,1222,68.0
2019-05-01,32,1224,70.0
2019-05-01,32,1570,35.0
2019-05-01,32,1939,39.0
2019-05-01,32,2054,40.0
2019-05-01,32,2057,51.0
2019-05-02,32,1216,466.0
2019-05-02,32,1218,308.0
2019-05-02,32,1219,25.0
2019-05-02,32,1221,22.0
2019-05-02,32,1222,10.0
2019-05-02,32,1224,20.0
2019-05-02,32,1570,24.0
2019-05-02,32,1939,15.0
2019-05-02,32,2054,22.0
2019-05-02,32,2057,16.0
2019-05-03,32,1216,505.0
2019-05-03,32,1218,329.0
2019-05-03,32,1219,36.0
2019-05-03,32,1221,34.0
2019-05-03,32,1222,22.0
2019-05-03,32,1224,20.0
2019-05-03,32,1570,26.0
2019-05-03,32,1939,10.0
2019-05-03,32,2054,17.0
2019-05-03,32,2057,20.0
2019-05-04,32,1216,808.0
2019-05-04,32,1218,604.0
2019-05-04,32,1219,84.0
2019-05-04,32,1221,59.0
2019-05-04,32,1222,74.0
2019-05-04,32,1224,29.0
2019-05-04,32,1570,30.0
2019-05-04,32,1939,20.0
2019-05-04,32,2054,23.0
2019-05-04,32,2057,46.0
2019-05-05,32,1216,838.0
2019-05-05,32,1218,613.0
2019-05-05,32,1219,108.0
2019-05-05,32,1221,106.0
2019-05-05,32,1222,65.0
2019-05-05,32,1224,48.0
2019-05-05,32,1570,25.0
2019-05-05,32,1939,24.0
2019-05-05,32,2054,36.0
2019-05-05,32,2057,58.0
2019-05-06,32,1216,482.0
2019-05-06,32,1218,325.0
2019-05-06,32,1219,34.0
2019-05-06,32,1221,29.0
2019-05-06,32,1222,14.0
2019-05-06,32,1224,21.0
2019-05-06,32,1570,32.0
2019-05-06,32,1939,16.0
2019-05-06,32,2054,18.0
2019-05-06,32,2057,16.0
2019-05-07,32,1216,454.0
2019-05-07,32,1218,254.0
2019-05-07,32,1219,23.0
2019-05-07,32,1221,26.0
2019-05-07,32,1222,16.0
2019-05-07,32,1224,21.0
2019-05-07,32,1570,21.0
2019-05-07,32,1939,16.0
2019-05-07,32,2054,18.0
2019-05-07,32,2057,13.0
2019-05-08,32,1216,433.0
2019-05-08,32,1218,256.0
2019-05-08,32,1219,25.0
2019-05-08,32,1221,26.0
2019-05-08,32,1222,18.0
2019-05-08,32,1224,21.0
2019-05-08,32,1570,17.0
2019-05-08,32,1939,13.0
2019-05-08,32,2054,13.0
2019-05-08,32,2057,12.0
2019-05-09,32,1216,493.0
2019-05-09,32,1218,304.0
2019-05-09,32,1219,25.0
2019-05-09,32,1221,22.0
2019-05-09,32,1222,17.0
2019-05-09,32,1224,19.0
2019-05-09,32,1570,28.0
2019-05-09,32,1939,13.0
2019-05-09,32,2054,20.0
2019-05-09,32,2057,13.0
2019-05-10,32,1216,506.0
2019-05-10,32,1218,289.0
2019-05-10,32,1219,38.0
2019-05-10,32,1221,50.0
2019-05-10,32,1222,13.0
2019-05-10,32,1224,14.0
2019-05-10,32,1570,18.0
2019-05-10,32,1939,12.0
2019-05-10,32,2054,19.0
2019-05-10,32,2057,13.0
2019-05-11,32,1216,892.0
2019-05-11,32,1218,503.0
2019-05-11,32,1219,95.0
2019-05-11,32,1221,78.0
2019-05-11,32,1222,71.0
2019-05-11,32,1224,31.0
2019-05-11,32,1570,34.0
2019-05-11,32,1939,12.0
2019-05-11,32,2054,29.0
2019-05-11,32,2057,55.0
2019-05-12,32,1216,949.0
2019-05-12,32,1218,622.0
2019-05-12,32,1219,100.0
2019-05-12,32,1221,114.0
2019-05-12,32,1222,92.0
2019-05-12,32,1224,71.0
2019-05-12,32,1570,19.0
2019-05-12,32,1939,22.0
2019-05-12,32,2054,41.0
2019-05-12,32,2057,90.0
2019-05-13,32,1216,459.0
2019-05-13,32,1218,273.0
2019-05-13,32,1219,29.0
2019-05-13,32,1221,46.0
2019-05-13,32,1222,20.0
2019-05-13,32,1224,16.0
2019-05-13,32,1570,17.0
2019-05-13,32,1939,19.0
2019-05-13,32,2054,17.0
2019-05-13,32,2057,15.0
2019-05-14,32,1216,464.0
2019-05-14,32,1218,296.0
2019-05-14,32,1219,29.0
2019-05-14,32,1221,59.0
2019-05-14,32,1222,19.0
2019-05-14,32,1224,20.0
2019-05-14,32,1570,27.0
2019-05-14,32,1939,16.0
2019-05-14,32,2054,19.0
2019-05-14,32,2057,17.0
2019-05-15,32,1216,441.0
2019-05-15,32,1218,299.0
2019-05-15,32,1219,21.0
2019-05-15,32,1221,26.0
2019-05-15,32,1222,21.0
2019-05-15,32,1224,23.0
2019-05-15,32,1570,24.0
2019-05-15,32,1939,18.0
2019-05-15,32,2054,17.0
2019-05-15,32,2057,18.0
2019-05-16,32,1216,477.0
2019-05-16,32,1218,291.0
2019-05-16,32,1219,31.0
2019-05-16,32,1221,43.0
2019-05-16,32,1222,12.0
2019-05-16,32,1224,22.0
2019-05-16,32,1570,28.0
2019-05-16,32,1939,16.0
2019-05-16,32,2054,23.0
2019-05-16,32,2057,20.0
2019-05-17,32,1216,486.0
2019-05-17,32,1218,360.0
2019-05-17,32,1219,44.0
2019-05-17,32,1221,33.0
2019-05-17,32,1222,18.0
2019-05-17,32,1224,18.0
2019-05-17,32,1570,27.0
2019-05-17,32,1939,19.0
2019-05-17,32,2054,24.0
2019-05-17,32,2057,14.0
2019-05-18,32,1216,911.0
2019-05-18,32,1218,608.0
2019-05-18,32,1219,101.0
2019-05-18,32,1221,78.0
2019-05-18,32,1222,42.0
2019-05-18,32,1224,37.0
2019-05-18,32,1570,34.0
2019-05-18,32,1939,11.0
2019-05-18,32,2054,29.0
2019-05-18,32,2057,38.0
2019-05-19,32,1216,719.0
2019-05-19,32,1218,517.0
2019-05-19,32,1219,91.0
2019-05-19,32,1221,101.0
2019-05-19,32,1222,68.0
2019-05-19,32,1224,59.0
2019-05-19,32,1570,24.0
2019-05-19,32,1939,23.0
2019-05-19,32,2054,35.0
2019-05-19,32,2057,59.0
2019-05-20,32,1216,450.0
2019-05-20,32,1218,268.0
2019-05-20,32,1219,31.0
2019-05-20,32,1221,17.0
2019-05-20,32,1222,17.0
2019-05-20,32,1224,17.0
2019-05-20,32,1570,29.0
2019-05-20,32,1939,18.0
2019-05-20,32,2054,16.0
2019-05-20,32,2057,16.0
2019-05-21,32,1216,394.0
2019-05-21,32,1218,220.0
2019-05-21,32,1219,21.0
2019-05-21,32,1221,16.0
2019-05-21,32,1222,15.0
2019-05-21,32,1224,21.0
2019-05-21,32,1570,27.0
2019-05-21,32,1939,21.0
2019-05-21,32,2054,23.0
2019-05-21,32,2057,18.0
2019-05-22,32,1216,439.0
2019-05-22,32,1218,317.0
2019-05-22,32,1219,18.0
2019-05-22,32,1221,30.0
2019-05-22,32,1222,14.0
2019-05-22,32,1224,17.0
2019-05-22,32,1570,18.0
2019-05-22,32,1939,14.0
2019-05-22,32,2054,21.0
2019-05-22,32,2057,16.0
2019-05-23,32,1216,423.0
2019-05-23,32,1218,279.0
2019-05-23,32,1219,22.0
2019-05-23,32,1221,29.0
2019-05-23,32,1222,13.0
2019-05-23,32,1224,22.0
2019-05-23,32,1570,27.0
2019-05-23,32,1939,19.0
2019-05-23,32,2054,21.0
2019-05-23,32,2057,12.0
2019-05-24,32,1216,605.0
2019-05-24,32,1218,376.0
2019-05-24,32,1219,35.0
2019-05-24,32,1221,40.0
2019-05-24,32,1222,20.0
2019-05-24,32,1224,19.0
2019-05-24,32,1570,21.0
2019-05-24,32,1939,19.0
2019-05-24,32,2054,21.0
2019-05-24,32,2057,14.0
2019-05-25,32,1216,829.0
2019-05-25,32,1218,565.0
2019-05-25,32,1219,94.0
2019-05-25,32,1221,75.0
2019-05-25,32,1222,71.0
2019-05-25,32,1224,40.0
2019-05-25,32,1570,35.0
2019-05-25,32,1939,16.0
2019-05-25,32,2054,22.0
2019-05-25,32,2057,47.0
2019-05-26,32,1216,931.0
2019-05-26,32,1218,627.0
2019-05-26,32,1219,110.0
2019-05-26,32,1221,121.0
2019-05-26,32,1222,70.0
2019-05-26,32,1224,63.0
2019-05-26,32,1570,20.0
2019-05-26,32,1939,11.0
2019-05-26,32,2054,38.0
2019-05-26,32,2057,61.0
2019-05-27,32,1216,457.0
2019-05-27,32,1218,297.0
2019-05-27,32,1219,31.0
2019-05-27,32,1221,44.0
2019-05-27,32,1222,19.0
2019-05-27,32,1224,20.0
2019-05-27,32,1570,26.0
2019-05-27,32,1939,16.0
2019-05-27,32,2054,17.0
2019-05-27,32,2057,19.0
2019-05-28,32,1216,450.0
2019-05-28,32,1218,290.0
2019-05-28,32,1219,26.0
2019-05-28,32,1221,19.0
2019-05-28,32,1222,21.0
2019-05-28,32,1224,22.0
2019-05-28,32,1570,20.0
2019-05-28,32,1939,17.0
2019-05-28,32,2054,15.0
2019-05-28,32,2057,15.0
2019-05-29,32,1216,527.0
2019-05-29,32,1218,382.0
2019-05-29,32,1219,40.0
2019-05-29,32,1221,40.0
2019-05-29,32,1222,20.0
2019-05-29,32,1224,23.0
2019-05-29,32,1570,34.0
2019-05-29,32,1939,16.0
2019-05-29,32,2054,14.0
2019-05-29,32,2057,15.0
2019-05-30,32,1216,985.0
2019-05-30,32,1218,616.0
2019-05-30,32,1219,106.0
2019-05-30,32,1221,83.0
2019-05-30,32,1222,68.0
2019-05-30,32,1224,76.0
2019-05-30,32,1570,43.0
2019-05-30,32,1939,34.0
2019-05-30,32,2054,41.0
2019-05-30,32,2057,100.0
2019-05-31,32,1216,510.0
2019-05-31,32,1218,357.0
2019-05-31,32,1219,45.0
2019-05-31,32,1221,37.0
2019-05-31,32,1222,27.0
2019-05-31,32,1224,23.0
2019-05-31,32,1570,21.0
2019-05-31,32,1939,22.0
2019-05-31,32,2054,24.0
2019-05-31,32,2057,16.0
2019-06-01,32,1216,744.0
2019-06-01,32,1218,460.0
2019-06-01,32,1219,79.0
2019-06-01,32,1221,77.0
2019-06-01,32,1222,57.0
2019-06-01,32,1224,34.0
2019-06-01,32,1570,24.0
2019-06-01,32,1939,19.0
2019-06-01,32,2054,19.0
2019-06-01,32,2057,39.0
2019-06-02,32,1216,827.0
2019-06-02,32,1218,562.0
2019-06-02,32,1219,75.0
2019-06-02,32,1221,113.0
2019-06-02,32,1222,63.0
2019-06-02,32,1224,58.0
2019-06-02,32,1570,25.0
2019-06-02,32,1939,12.0
2019-06-02,32,2054,44.0
2019-06-02,32,2057,64.0
2019-06-03,32,1216,413.0
2019-06-03,32,1218,238.0
2019-06-03,32,1219,29.0
2019-06-03,32,1221,23.0
2019-06-03,32,1222,17.0
2019-06-03,32,1224,26.0
2019-06-03,32,1570,28.0
2019-06-03,32,1939,17.0
2019-06-03,32,2054,17.0
2019-06-03,32,2057,17.0
2019-06-04,32,1216,475.0
2019-06-04,32,1218,382.0
2019-06-04,32,1219,27.0
2019-06-04,32,1221,21.0
2019-06-04,32,1222,19.0
2019-06-04,32,1224,18.0
2019-06-04,32,1570,32.0
2019-06-04,32,1939,15.0
2019-06-04,32,2054,19.0
2019-06-04,32,2057,12.0
2019-06-05,32,1216,359.0
2019-06-05,32,1218,282.0
2019-06-05,32,1219,35.0
2019-06-05,32,1221,34.0
2019-06-05,32,1222,19.0
2019-06-05,32,1224,21.0
2019-06-05,32,1570,11.0
2019-06-05,32,1939,12.0
2019-06-05,32,2054,21.0
2019-06-05,32,2057,17.0
2019-06-06,32,1216,445.0
2019-06-06,32,1218,246.0
2019-06-06,32,1219,26.0
2019-06-06,32,1221,29.0
2019-06-06,32,1222,21.0
2019-06-06,32,1224,23.0
2019-06-06,32,1570,27.0
2019-06-06,32,1939,14.0
2019-06-06,32,2054,20.0
2019-06-06,32,2057,18.0
2019-06-07,32,1216,587.0
2019-06-07,32,1218,299.0
2019-06-07,32,1219,40.0
2019-06-07,32,1221,28.0
2019-06-07,32,1222,23.0
2019-06-07,32,1224,19.0
2019-06-07,32,1570,26.0
2019-06-07,32,1939,8.0
2019-06-07,32,2054,10.0
2019-06-07,32,2057,15.0
2019-06-08,32,1216,853.0
2019-06-08,32,1218,560.0
2019-06-08,32,1219,86.0
2019-06-08,32,1221,78.0
2019-06-08,32,1222,65.0
2019-06-08,32,1224,33.0
2019-06-08,32,1570,33.0
2019-06-08,32,1939,9.0
2019-06-08,32,2054,23.0
2019-06-08,32,2057,58.0
2019-06-09,32,1216,811.0
2019-06-09,32,1218,554.0
2019-06-09,32,1219,107.0
2019-06-09,32,1221,108.0
2019-06-09,32,1222,47.0
2019-06-09,32,1224,93.0
2019-06-09,32,1570,20.0
2019-06-09,32,1939,7.0
2019-06-09,32,2054,28.0
2019-06-09,32,2057,69.0
2019-06-11,32,1216,496.0
2019-06-11,32,1218,336.0
2019-06-11,32,1219,31.0
2019-06-11,32,1221,42.0
2019-06-11,32,1222,28.0
2019-06-11,32,1224,28.0
2019-06-11,32,1570,28.0
2019-06-11,32,1939,19.0
2019-06-11,32,2054,14.0
2019-06-11,32,2057,14.0
2019-06-12,32,1216,408.0
2019-06-12,32,1218,290.0
2019-06-12,32,1219,23.0
2019-06-12,32,1221,35.0
2019-06-12,32,1222,15.0
2019-06-12,32,1224,19.0
2019-06-12,32,1570,23.0
2019-06-12,32,1939,26.0
2019-06-12,32,2054,20.0
2019-06-12,32,2057,10.0
2019-06-13,32,1216,479.0
2019-06-13,32,1218,359.0
2019-06-13,32,1219,24.0
2019-06-13,32,1221,30.0
2019-06-13,32,1222,14.0
2019-06-13,32,1224,18.0
2019-06-13,32,1570,29.0
2019-06-13,32,1939,15.0
2019-06-13,32,2054,17.0
2019-06-13,32,2057,15.0
2019-06-14,32,1216,466.0
2019-06-14,32,1218,314.0
2019-06-14,32,1219,28.0
2019-06-14,32,1221,39.0
2019-06-14,32,1222,18.0
2019-06-14,32,1224,14.0
2019-06-14,32,1570,26.0
2019-06-14,32,1939,3.0
2019-06-14,32,2054,16.0
2019-06-14,32,2057,19.0
2019-06-15,32,1216,739.0
2019-06-15,32,1218,520.0
2019-06-15,32,1219,78.0
2019-06-15,32,1221,77.0
2019-06-15,32,1222,60.0
2019-06-15,32,1224,41.0
2019-06-15,32,1570,28.0
2019-06-15,32,1939,8.0
2019-06-15,32,2054,18.0
2019-06-15,32,2057,39.0
2019-06-16,32,1216,694.0
2019-06-16,32,1218,569.0
2019-06-16,32,1219,88.0
2019-06-16,32,1221,119.0
2019-06-16,32,1222,57.0
2019-06-16,32,1224,72.0
2019-06-16,32,1570,14.0
2019-06-16,32,1939,12.0
2019-06-16,32,2054,40.0
2019-06-16,32,2057,59.0
2019-06-17,32,1216,459.0
2019-06-17,32,1218,292.0
2019-06-17,32,1219,35.0
2019-06-17,32,1221,49.0
2019-06-17,32,1222,18.0
2019-06-17,32,1224,14.0
2019-06-17,32,1570,33.0
2019-06-17,32,1939,10.0
2019-06-17,32,2054,15.0
2019-06-17,32,2057,17.0
2019-06-18,32,1216,405.0
2019-06-18,32,1218,320.0
2019-06-18,32,1219,28.0
2019-06-18,32,1221,32.0
2019-06-18,32,1222,21.0
2019-06-18,32,1224,23.0
2019-06-18,32,1570,22.0
2019-06-18,32,1939,9.0
2019-06-18,32,2054,15.0
2019-06-18,32,2057,14.0
2019-06-19,32,1216,420.0
2019-06-19,32,1218,288.0
2019-06-19,32,1219,21.0
2019-06-19,32,1221,30.0
2019-06-19,32,1222,18.0
2019-06-19,32,1224,26.0
2019-06-19,32,1570,20.0
2019-06-19,32,1939,11.0
2019-06-19,32,2054,19.0
2019-06-19,32,2057,14.0
2019-06-20,32,1216,716.0
2019-06-20,32,1218,510.0
2019-06-20,32,1219,103.0
2019-06-20,32,1221,98.0
2019-06-20,32,1222,59.0
2019-06-20,32,1224,54.0
2019-06-20,32,1570,19.0
2019-06-20,32,1939,16.0
2019-06-20,32,2054,32.0
2019-06-20,32,2057,55.0
2019-06-21,32,1216,586.0
2019-06-21,32,1218,444.0
2019-06-21,32,1219,47.0
2019-06-21,32,1221,27.0
2019-06-21,32,1222,15.0
2019-06-21,32,1224,10.0
2019-06-21,32,1570,35.0
2019-06-21,32,1939,14.0
2019-06-21,32,2054,15.0
2019-06-21,32,2057,18.0
2019-06-22,32,1216,737.0
2019-06-22,32,1218,585.0
2019-06-22,32,1219,102.0
2019-06-22,32,1221,45.0
2019-06-22,32,1222,40.0
2019-06-22,32,1224,21.0
2019-06-22,32,1570,41.0
2019-06-22,32,1939,17.0
2019-06-22,32,2054,22.0
2019-06-22,32,2057,37.0
2019-06-23,32,1216,851.0
2019-06-23,32,1218,551.0
2019-06-23,32,1219,93.0
2019-06-23,32,1221,119.0
2019-06-23,32,1222,62.0
2019-06-23,32,1224,75.0
2019-06-23,32,1570,22.0
2019-06-23,32,1939,14.0
2019-06-23,32,2054,42.0
2019-06-23,32,2057,64.0
2019-06-24,32,1216,435.0
2019-06-24,32,1218,334.0
2019-06-24,32,1219,36.0
2019-06-24,32,1221,33.0
2019-06-24,32,1222,14.0
2019-06-24,32,1224,26.0
2019-06-24,32,1570,41.0
2019-06-24,32,1939,8.0
2019-06-24,32,2054,12.0
2019-06-24,32,2057,16.0
2019-06-25,32,1216,414.0
2019-06-25,32,1218,285.0
2019-06-25,32,1219,31.0
2019-06-25,32,1221,27.0
2019-06-25,32,1222,19.0
2019-06-25,32,1224,17.0
2019-06-25,32,1570,22.0
2019-06-25,32,1939,11.0
2019-06-25,32,2054,14.0
2019-06-25,32,2057,14.0
2019-06-26,32,1216,438.0
2019-06-26,32,1218,253.0
2019-06-26,32,1219,26.0
2019-06-26,32,1221,38.0
2019-06-26,32,1222,14.0
2019-06-26,32,1224,14.0
2019-06-26,32,1570,17.0
2019-06-26,32,1939,9.0
2019-06-26,32,2054,16.0
2019-06-26,32,2057,13.0
2019-06-27,32,1216,397.0
2019-06-27,32,1218,258.0
2019-06-27,32,1219,23.0
2019-06-27,32,1221,35.0
2019-06-27,32,1222,12.0
2019-06-27,32,1224,13.0
2019-06-27,32,1570,18.0
2019-06-27,32,1939,15.0
2019-06-27,32,2054,16.0
2019-06-27,32,2057,16.0
2019-06-28,32,1216,564.0
2019-06-28,32,1218,259.0
2019-06-28,32,1219,40.0
2019-06-28,32,1221,38.0
2019-06-28,32,1222,20.0
2019-06-28,32,1224,16.0
2019-06-28,32,1570,28.0
2019-06-28,32,1939,13.0
2019-06-28,32,2054,9.0
2019-06-28,32,2057,15.0
2019-06-29,32,1216,858.0
2019-06-29,32,1218,488.0
2019-06-29,32,1219,96.0
2019-06-29,32,1221,63.0
2019-06-29,32,1222,53.0
2019-06-29,32,1224,29.0
2019-06-29,32,1570,30.0
2019-06-29,32,1939,11.0
2019-06-29,32,2054,17.0
